날짜,매매기준율,전일대비,현찰살때,현찰팔때,송금보낼때,송금받을때,T/C살때,외화수표팔때
2017.01.02,1210.0,5.0,1231.17,1188.83,1221.8,1198.2,1224.52,1197.32
2017.01.03,1207.0,3.0,1228.12,1185.88,1218.8,1195.2,1221.48,1194.33
2017.01.04,1203.0,4.0,1224.05,1181.95,1214.7,1191.3,1217.43,1190.43
2017.01.05,1190.0,13.0,1210.82,1169.18,1201.6,1178.4,1204.28,1177.54
2017.01.06,1196.5,6.5,1217.43,1175.57,1208.2,1184.8,1210.85,1183.94
2017.01.09,1204.5,8.0,1225.57,1183.43,1216.3,1192.7,1218.95,1191.83
2017.01.10,1200.5,4.0,1221.5,1179.5,1212.2,1188.8,1214.9,1187.93
2017.01.11,1199.0,1.5,1219.98,1178.02,1210.7,1187.3,1213.38,1186.43
2017.01.12,1179.5,19.5,1200.14,1158.86,1191.0,1168.0,1193.65,1167.15
2017.01.13,1175.5,4.0,1196.07,1154.93,1187.0,1164.0,1189.6,1163.15
2017.01.16,1184.0,8.5,1204.72,1163.28,1195.6,1172.4,1198.2,1171.54
2017.01.17,1170.0,14.0,1190.47,1149.53,1181.4,1158.6,1184.04,1157.75
2017.01.18,1171.5,1.5,1192.0,1151.0,1182.9,1160.1,1185.55,1159.25
2017.01.19,1178.0,6.5,1198.61,1157.39,1189.5,1166.5,1192.13,1165.65
2017.01.20,1176.0,2.0,1196.58,1155.42,1187.5,1164.5,1190.11,1163.65
2017.01.23,1169.0,7.0,1189.45,1148.55,1180.4,1157.6,1183.02,1156.75
2017.01.24,1166.5,2.5,1186.91,1146.09,1177.9,1155.1,1180.49,1154.26
2017.01.25,1166.0,0.5,1186.4,1145.6,1177.4,1154.6,1179.99,1153.76
2017.01.26,1167.0,1.0,1187.42,1146.58,1178.4,1155.6,1181.0,1154.75
2017.01.31,1162.0,5.0,1182.33,1141.67,1173.3,1150.7,1175.94,1149.86
2017.02.01,1158.0,4.0,1178.26,1137.74,1169.3,1146.7,1171.89,1145.86
2017.02.02,1143.5,14.5,1163.51,1123.49,1154.7,1132.3,1157.22,1131.47
2017.02.03,1148.0,4.5,1168.09,1127.91,1159.2,1136.8,1161.77,1135.97
2017.02.06,1138.0,10.0,1157.91,1118.09,1149.1,1126.9,1151.65,1126.08
2017.02.07,1148.0,10.0,1168.09,1127.91,1159.2,1136.8,1161.77,1135.97
2017.02.08,1146.0,2.0,1166.05,1125.95,1157.2,1134.8,1159.75,1133.97
2017.02.09,1144.0,2.0,1164.02,1123.98,1155.2,1132.8,1157.72,1131.97
2017.02.10,1150.0,6.0,1170.12,1129.88,1161.2,1138.8,1163.8,1137.97
2017.02.13,1150.5,0.5,1170.63,1130.37,1161.7,1139.3,1164.3,1138.47
2017.02.14,1138.0,12.5,1157.91,1118.09,1149.1,1126.9,1151.65,1126.08
2017.02.15,1141.0,3.0,1160.96,1121.04,1152.1,1129.9,1154.69,1129.07
2017.02.16,1141.0,0.0,1160.96,1121.04,1152.1,1129.9,1154.69,1129.07
2017.02.17,1150.0,9.0,1170.12,1129.88,1161.2,1138.8,1163.8,1137.96
2017.02.20,1147.5,2.5,1167.58,1127.42,1158.7,1136.3,1161.27,1135.47
2017.02.21,1147.0,0.5,1167.07,1126.93,1158.2,1135.8,1160.76,1134.97
2017.02.22,1144.5,2.5,1164.52,1124.48,1155.7,1133.3,1158.23,1132.47
2017.02.23,1136.5,8.0,1156.38,1116.62,1147.6,1125.4,1150.13,1124.58
2017.02.24,1131.0,5.5,1150.79,1111.21,1142.0,1120.0,1144.57,1119.18
2017.02.27,1134.5,3.5,1154.35,1114.65,1145.6,1123.4,1148.11,1122.58
2017.02.28,1130.0,4.5,1149.77,1110.23,1141.0,1119.0,1143.56,1118.18
2017.03.02,1144.5,14.5,1164.52,1124.48,1155.7,1133.3,1158.23,1132.46
2017.03.03,1157.0,12.5,1177.24,1136.76,1168.3,1145.7,1170.88,1144.84
2017.03.06,1155.0,2.0,1175.21,1134.79,1166.3,1143.7,1168.86,1142.84
2017.03.07,1149.5,5.5,1169.61,1129.39,1160.7,1138.3,1163.29,1137.44
2017.03.08,1152.5,3.0,1172.66,1132.34,1163.7,1141.3,1166.33,1140.44
2017.03.09,1160.0,7.5,1180.3,1139.7,1171.3,1148.7,1173.92,1147.83
2017.03.10,1155.5,4.5,1175.72,1135.28,1166.8,1144.2,1169.36,1143.33
2017.03.13,1147.5,8.0,1167.58,1127.42,1158.7,1136.3,1161.27,1135.43
2017.03.14,1150.5,3.0,1170.63,1130.37,1161.7,1139.3,1164.3,1138.42
2017.03.15,1147.0,3.5,1167.07,1126.93,1158.2,1135.8,1160.76,1134.92
2017.03.16,1130.0,17.0,1149.77,1110.23,1141.0,1119.0,1143.56,1118.13
2017.03.17,1131.0,1.0,1150.79,1111.21,1142.0,1120.0,1144.57,1119.12
2017.03.20,1118.0,13.0,1137.56,1098.44,1128.9,1107.1,1131.41,1106.23
2017.03.21,1119.5,1.5,1139.09,1099.91,1130.4,1108.6,1132.93,1107.73
2017.03.22,1121.0,1.5,1140.61,1101.39,1131.9,1110.1,1134.45,1109.22
2017.03.23,1121.5,0.5,1141.12,1101.88,1132.4,1110.6,1134.95,1109.72
2017.03.24,1122.5,1.0,1142.14,1102.86,1133.5,1111.5,1135.97,1110.62
2017.03.27,1108.5,14.0,1127.89,1089.11,1119.3,1097.7,1121.8,1096.83
2017.03.28,1113.5,5.0,1132.98,1094.02,1124.4,1102.6,1126.86,1101.73
2017.03.29,1113.6,0.1,1133.08,1094.12,1124.5,1102.7,1126.96,1101.83
2017.03.30,1118.0,4.4,1137.56,1098.44,1128.9,1107.1,1131.41,1106.23
2017.03.31,1118.5,0.5,1138.07,1098.93,1129.4,1107.6,1131.92,1106.73
2017.04.03,1118.0,0.5,1137.56,1098.44,1128.9,1107.1,1131.41,1106.23
2017.04.04,1124.5,6.5,1144.17,1104.83,1135.5,1113.5,1137.99,1112.62
2017.04.05,1127.5,3.0,1147.23,1107.77,1138.5,1116.5,1141.03,1115.62
2017.04.06,1131.0,3.5,1150.79,1111.21,1142.0,1120.0,1144.57,1119.11
2017.04.07,1136.0,5.0,1155.88,1116.12,1147.1,1124.9,1149.63,1124.01
2017.04.10,1143.0,7.0,1163.0,1123.0,1154.2,1131.8,1156.71,1130.9
2017.04.11,1145.5,2.5,1165.54,1125.46,1156.7,1134.3,1159.24,1133.4
2017.04.12,1140.0,5.5,1159.95,1120.05,1151.1,1128.9,1153.68,1128.01
2017.04.13,1131.5,8.5,1151.3,1111.7,1142.5,1120.5,1145.07,1119.61
2017.04.14,1142.0,10.5,1161.98,1122.02,1153.1,1130.9,1155.7,1130.0
2017.04.17,1138.0,4.0,1157.91,1118.09,1149.1,1126.9,1151.65,1126.01
2017.04.18,1143.0,5.0,1163.0,1123.0,1154.2,1131.8,1156.71,1130.9
2017.04.19,1140.5,2.5,1160.45,1120.55,1151.6,1129.4,1154.18,1128.5
2017.04.20,1138.0,2.5,1157.91,1118.09,1149.1,1126.9,1151.65,1126.01
2017.04.21,1136.0,2.0,1155.88,1116.12,1147.1,1124.9,1149.63,1124.01
2017.04.24,1129.5,6.5,1149.26,1109.74,1140.5,1118.5,1143.05,1117.61
2017.04.25,1130.5,1.0,1150.28,1110.72,1141.5,1119.5,1144.06,1118.61
2017.04.26,1131.5,1.0,1151.3,1111.7,1142.5,1120.5,1145.07,1119.61
2017.04.27,1134.0,2.5,1153.84,1114.16,1145.1,1122.9,1147.6,1122.01
2017.04.28,1140.5,6.5,1160.45,1120.55,1151.6,1129.4,1154.18,1128.5
2017.05.02,1131.0,9.5,1150.79,1111.21,1142.0,1120.0,1144.57,1119.11
2017.05.04,1136.5,5.5,1156.38,1116.62,1147.6,1125.4,1150.13,1124.51
2017.05.08,1132.8,3.7,1152.62,1112.98,1143.9,1121.7,1146.39,1120.81
2017.05.10,1136.0,3.2,1155.88,1116.12,1147.1,1124.9,1149.63,1124.01
2017.05.11,1130.5,5.5,1150.28,1110.72,1141.5,1119.5,1144.06,1118.61
2017.05.12,1129.0,1.5,1148.75,1109.25,1140.0,1118.0,1142.54,1117.11
2017.05.15,1122.0,7.0,1141.63,1102.37,1132.9,1111.1,1135.46,1110.22
2017.05.16,1116.0,6.0,1135.53,1096.47,1126.9,1105.1,1129.39,1104.22
2017.05.17,1120.5,4.5,1140.1,1100.9,1131.4,1109.6,1133.94,1108.72
2017.05.18,1132.0,11.5,1151.81,1112.19,1143.0,1121.0,1145.58,1120.11
2017.05.19,1123.0,9.0,1142.65,1103.35,1134.0,1112.0,1136.47,1111.11
2017.05.22,1118.5,4.5,1138.07,1098.93,1129.4,1107.6,1131.92,1106.71
2017.05.23,1123.5,5.0,1143.16,1103.84,1134.5,1112.5,1136.98,1111.61
2017.05.24,1123.0,0.5,1142.65,1103.35,1134.0,1112.0,1136.47,1111.11
2017.05.25,1120.5,2.5,1140.1,1100.9,1131.4,1109.6,1133.94,1108.71
2017.05.26,1119.0,1.5,1138.58,1099.42,1129.9,1108.1,1132.42,1107.21
2017.05.29,1122.5,3.5,1142.14,1102.86,1133.5,1111.5,1135.97,1110.6
2017.05.30,1125.0,2.5,1144.68,1105.32,1136.0,1114.0,1138.5,1113.1
2017.05.31,1118.5,6.5,1138.07,1098.93,1129.4,1107.6,1131.92,1106.7
2017.06.01,1122.0,3.5,1141.63,1102.37,1132.9,1111.1,1135.46,1110.2
2017.06.02,1123.0,1.0,1142.65,1103.35,1134.0,1112.0,1136.47,1111.09
2017.06.05,1120.0,3.0,1139.6,1100.4,1130.9,1109.1,1133.44,1108.19
2017.06.07,1124.5,4.5,1144.17,1104.83,1135.5,1113.5,1137.99,1112.59
2017.06.08,1123.0,1.5,1142.65,1103.35,1134.0,1112.0,1136.47,1111.09
2017.06.09,1125.0,2.0,1144.68,1105.32,1136.0,1114.0,1138.5,1113.08
2017.06.12,1132.0,7.0,1151.81,1112.19,1143.0,1121.0,1145.58,1120.07
2017.06.13,1128.5,3.5,1148.24,1108.76,1139.5,1117.5,1142.04,1116.57
2017.06.14,1123.5,5.0,1143.16,1103.84,1134.5,1112.5,1136.98,1111.57
2017.06.15,1129.0,5.5,1148.75,1109.25,1140.0,1118.0,1142.54,1117.06
2017.06.16,1134.0,5.0,1153.84,1114.16,1145.1,1122.9,1147.6,1121.94
2017.06.19,1135.0,1.0,1154.86,1115.14,1146.1,1123.9,1148.62,1122.94
2017.06.20,1140.0,5.0,1159.95,1120.05,1151.1,1128.9,1153.68,1127.93
2017.06.21,1142.0,2.0,1161.98,1122.02,1153.1,1130.9,1155.7,1129.93
2017.06.22,1143.0,1.0,1163.0,1123.0,1154.2,1131.8,1156.71,1130.83
2017.06.23,1138.5,4.5,1158.42,1118.58,1149.6,1127.4,1152.16,1126.44
2017.06.26,1134.0,4.5,1153.84,1114.16,1145.1,1122.9,1147.6,1121.94
2017.06.27,1138.5,4.5,1158.42,1118.58,1149.6,1127.4,1152.16,1126.43
2017.06.28,1144.0,5.5,1164.02,1123.98,1155.2,1132.8,1157.72,1131.83
2017.06.29,1143.5,0.5,1163.51,1123.49,1154.7,1132.3,1157.22,1131.33
2017.06.30,1145.0,1.5,1165.03,1124.97,1156.2,1133.8,1158.74,1132.83
2017.07.03,1149.5,4.5,1169.61,1129.39,1160.7,1138.3,1163.29,1137.32
2017.07.04,1151.0,1.5,1171.14,1130.86,1162.2,1139.8,1164.81,1138.82
2017.07.05,1154.5,3.5,1174.7,1134.3,1165.8,1143.2,1168.35,1142.22
2017.07.06,1157.5,3.0,1177.75,1137.25,1168.8,1146.2,1171.39,1145.22
2017.07.07,1154.5,3.0,1174.7,1134.3,1165.8,1143.2,1168.35,1142.22
2017.07.10,1150.5,4.0,1170.63,1130.37,1161.7,1139.3,1164.3,1138.32
2017.07.11,1151.5,1.0,1171.65,1131.35,1162.7,1140.3,1165.31,1139.32
2017.07.12,1143.0,8.5,1163.0,1123.0,1154.2,1131.8,1156.71,1130.83
2017.07.13,1138.0,5.0,1157.91,1118.09,1149.1,1126.9,1151.65,1125.93
2017.07.14,1133.5,4.5,1153.33,1113.67,1144.6,1122.4,1147.1,1121.44
2017.07.17,1128.0,5.5,1147.74,1108.26,1139.0,1117.0,1141.53,1116.04
2017.07.18,1124.5,3.5,1144.17,1104.83,1135.5,1113.5,1137.99,1112.54
2017.07.19,1122.5,2.0,1142.14,1102.86,1133.5,1111.5,1135.97,1110.55
2017.07.20,1125.0,2.5,1144.68,1105.32,1136.0,1114.0,1138.5,1113.04
2017.07.21,1119.0,6.0,1138.58,1099.42,1129.9,1108.1,1132.42,1107.15
2017.07.24,1115.0,4.0,1134.51,1095.49,1125.9,1104.1,1128.38,1103.15
2017.07.25,1117.0,2.0,1136.54,1097.46,1127.9,1106.1,1130.4,1105.15
2017.07.26,1120.0,3.0,1139.6,1100.4,1130.9,1109.1,1133.44,1108.15
2017.07.27,1115.3,4.7,1134.81,1095.79,1126.2,1104.4,1128.68,1103.45
2017.07.28,1123.0,7.7,1142.65,1103.35,1134.0,1112.0,1136.47,1111.04
2017.07.31,1120.5,2.5,1140.1,1100.9,1131.4,1109.6,1133.94,1108.65
2017.08.01,1123.0,2.5,1142.65,1103.35,1134.0,1112.0,1136.47,1111.04
2017.08.02,1124.5,1.5,1144.17,1104.83,1135.5,1113.5,1137.99,1112.54
2017.08.03,1128.5,4.0,1148.24,1108.76,1139.5,1117.5,1142.04,1116.54
2017.08.04,1126.0,2.5,1145.7,1106.3,1137.0,1115.0,1139.51,1114.04
2017.08.07,1130.0,4.0,1149.77,1110.23,1141.0,1119.0,1143.56,1118.04
2017.08.08,1126.5,3.5,1146.21,1106.79,1137.5,1115.5,1140.01,1114.54
2017.08.09,1139.5,13.0,1159.44,1119.56,1150.6,1128.4,1153.17,1127.43
2017.08.10,1142.0,2.5,1161.98,1122.02,1153.1,1130.9,1155.7,1129.93
2017.08.11,1145.5,3.5,1165.54,1125.46,1156.7,1134.3,1159.24,1133.33
2017.08.14,1141.5,4.0,1161.47,1121.53,1152.6,1130.4,1155.19,1129.43
2017.08.16,1140.0,1.5,1159.95,1120.05,1151.1,1128.9,1153.68,1127.93
2017.08.17,1139.5,0.5,1159.44,1119.56,1150.6,1128.4,1153.17,1127.43
2017.08.18,1141.5,2.0,1161.47,1121.53,1152.6,1130.4,1155.19,1129.43
2017.08.21,1139.5,2.0,1159.44,1119.56,1150.6,1128.4,1153.17,1127.43
2017.08.22,1134.5,5.0,1154.35,1114.65,1145.6,1123.4,1148.11,1122.43
2017.08.23,1132.0,2.5,1151.81,1112.19,1143.0,1121.0,1145.58,1120.03
2017.08.24,1128.0,4.0,1147.74,1108.26,1139.0,1117.0,1141.53,1116.04
2017.08.25,1127.0,1.0,1146.72,1107.28,1138.0,1116.0,1140.52,1115.04
2017.08.28,1121.0,6.0,1140.61,1101.39,1131.9,1110.1,1134.45,1109.14
2017.08.29,1126.0,5.0,1145.7,1106.3,1137.0,1115.0,1139.51,1114.04
2017.08.30,1125.5,0.5,1145.19,1105.81,1136.5,1114.5,1139.0,1113.54
2017.08.31,1127.0,1.5,1146.72,1107.28,1138.0,1116.0,1140.52,1115.04
2017.09.01,1120.5,6.5,1140.1,1100.9,1131.4,1109.6,1133.94,1108.65
2017.09.04,1131.5,11.0,1151.3,1111.7,1142.5,1120.5,1145.07,1119.54
2017.09.05,1131.0,0.5,1150.79,1111.21,1142.0,1120.0,1144.57,1119.04
2017.09.06,1134.0,3.0,1153.84,1114.16,1145.1,1122.9,1147.6,1121.93
2017.09.07,1129.0,5.0,1148.75,1109.25,1140.0,1118.0,1142.54,1117.04
2017.09.08,1131.0,2.0,1150.79,1111.21,1142.0,1120.0,1144.57,1119.04
2017.09.11,1135.0,4.0,1154.86,1115.14,1146.1,1123.9,1148.62,1122.93
2017.09.12,1130.0,5.0,1149.77,1110.23,1141.0,1119.0,1143.56,1118.04
2017.09.13,1128.5,1.5,1148.24,1108.76,1139.5,1117.5,1142.04,1116.54
2017.09.14,1136.0,7.5,1155.88,1116.12,1147.1,1124.9,1149.63,1123.93
2017.09.15,1132.5,3.5,1152.31,1112.69,1143.5,1121.5,1146.09,1120.54
2017.09.18,1128.5,4.0,1148.24,1108.76,1139.5,1117.5,1142.04,1116.54
2017.09.19,1131.5,3.0,1151.3,1111.7,1142.5,1120.5,1145.07,1119.54
2017.09.20,1129.5,2.0,1149.26,1109.74,1140.5,1118.5,1143.05,1117.54
2017.09.21,1134.0,4.5,1153.84,1114.16,1145.1,1122.9,1147.6,1121.93
2017.09.22,1134.5,0.5,1154.35,1114.65,1145.6,1123.4,1148.11,1122.43
2017.09.25,1134.5,0.0,1154.35,1114.65,1145.6,1123.4,1148.11,1122.43
2017.09.26,1139.1,4.6,1159.03,1119.17,1150.2,1128.0,1152.76,1127.03
2017.09.27,1144.5,5.4,1164.52,1124.48,1155.7,1133.3,1158.23,1132.32
2017.09.28,1148.0,3.5,1168.09,1127.91,1159.2,1136.8,1161.77,1135.82
2017.09.29,1146.5,1.5,1166.56,1126.44,1157.7,1135.3,1160.25,1134.32
2017.10.10,1135.0,11.5,1154.86,1115.14,1146.1,1123.9,1148.62,1122.93
2017.10.11,1135.0,0.0,1154.86,1115.14,1146.1,1123.9,1148.62,1122.93
2017.10.12,1134.0,1.0,1153.84,1114.16,1145.1,1122.9,1147.6,1121.93
2017.10.13,1127.5,6.5,1147.23,1107.77,1138.5,1116.5,1141.03,1115.54
2017.10.16,1129.0,1.5,1148.75,1109.25,1140.0,1118.0,1142.54,1117.04
2017.10.17,1132.5,3.5,1152.31,1112.69,1143.5,1121.5,1146.09,1120.53
2017.10.18,1132.6,0.1,1152.42,1112.78,1143.6,1121.6,1146.19,1120.63
2017.10.19,1133.0,0.4,1152.82,1113.18,1144.1,1121.9,1146.59,1120.93
2017.10.20,1132.5,0.5,1152.31,1112.69,1143.5,1121.5,1146.09,1120.53
2017.10.23,1131.0,1.5,1150.79,1111.21,1142.0,1120.0,1144.57,1119.03
2017.10.24,1130.0,1.0,1149.77,1110.23,1141.0,1119.0,1143.56,1118.04
2017.10.25,1127.5,2.5,1147.23,1107.77,1138.5,1116.5,1141.03,1115.54
2017.10.26,1125.5,2.0,1145.19,1105.81,1136.5,1114.5,1139.0,1113.54
2017.10.27,1131.0,5.5,1150.79,1111.21,1142.0,1120.0,1144.57,1119.03
